customer_id,signup_date,customer_segment,subscription_plan,monthly_value,contract_type,onboarding_completed,days_to_first_value,features_adopted,feature_adoption_rate,activation_trifecta,cs_touchpoints,days_since_login,support_tickets,months_as_customer,nps_score,payment_failures,referred_by_partner,churn_risk_score,churned
NC-00787,2023-02-12,Mid-Market,Business,134.47,Monthly,1,6,1,0.08,1,0,9,0,11,8,0,1,42.4,0
NC-00788,2023-12-22,Mid-Market,Business,155.26,Annual,1,7,9,0.75,1,0,0,0,22,8,0,0,18.6,0
NC-00789,2024-06-29,Mid-Market,Growth,74.85,Monthly,0,21,1,0.08,0,0,37,2,20,3,0,1,83.6,1
NC-00790,2024-03-14,Enterprise,Business,141.1,Annual,1,1,7,0.58,1,4,6,2,2,8,0,0,15.6,0
NC-00791,2024-11-08,Small Business,Starter,33.98,Annual,0,16,1,0.08,0,0,35,1,8,4,0,1,78.2,1
NC-00792,2024-01-15,Mid-Market,Growth,79.34,Monthly,0,19,3,0.25,0,0,10,0,17,1,0,0,73.6,1
NC-00793,2023-03-12,Mid-Market,Growth,77.84,Annual,0,17,1,0.08,0,0,38,3,20,1,0,0,88.4,1
NC-00794,2024-06-02,Mid-Market,Business,158.95,Annual,1,5,6,0.5,0,0,0,1,4,6,0,0,38.1,1
NC-00795,2024-10-25,Small Business,Growth,88.19,Monthly,0,19,1,0.08,0,0,0,2,16,5,0,0,76.2,1
NC-00796,2023-12-16,Enterprise,Enterprise,312.52,Annual,1,3,7,0.58,0,2,9,1,19,10,0,0,33.7,0
NC-00797,2023-01-13,Enterprise,Enterprise,524.12,Annual,1,4,6,0.5,1,4,17,0,4,6,0,0,23.9,0
NC-00798,2024-03-06,Mid-Market,Business,154.43,Monthly,0,13,2,0.17,0,0,22,2,1,2,0,0,70.4,1
NC-00799,2024-05-16,Mid-Market,Business,142.74,Annual,0,16,2,0.17,0,2,27,2,11,4,0,0,69.5,1
NC-00800,2023-04-19,Enterprise,Business,160.9,Annual,1,1,6,0.5,1,3,12,2,13,8,0,0,14.1,0
NC-00801,2024-03-19,Mid-Market,Growth,89.43,Monthly,1,5,5,0.42,1,0,13,2,12,7,0,0,28.3,0
NC-00802,2024-01-06,Small Business,Starter,34.43,Annual,0,17,1,0.08,0,0,36,0,8,5,0,1,87.5,1
NC-00803,2024-10-12,Mid-Market,Business,140.64,Monthly,1,3,5,0.42,1,0,4,0,24,9,0,0,27.8,1
NC-00804,2024-04-15,Mid-Market,Growth,74.53,Monthly,0,25,3,0.25,0,1,54,1,20,1,1,1,82.5,1
NC-00805,2024-12-25,Mid-Market,Business,168.3,Monthly,0,17,1,0.08,0,1,16,1,15,4,0,0,71.7,1
NC-00806,2023-06-06,Mid-Market,Growth,79.17,Monthly,0,19,1,0.08,0,1,27,1,20,6,0,1,79.8,1
NC-00807,2024-03-21,Enterprise,Business,138.33,Annual,1,3,4,0.33,1,2,10,2,1,5,0,0,24.8,0
NC-00808,2023-06-30,Enterprise,Enterprise,653.5,Annual,0,16,2,0.17,0,3,11,0,24,3,1,1,63.6,1
NC-00809,2024-06-18,Mid-Market,Growth,75.69,Monthly,0,19,1,0.08,0,0,40,2,10,2,0,0,83.3,1
NC-00810,2024-10-28,Small Business,Starter,27.67,Monthly,1,4,7,0.58,1,0,13,0,24,9,0,1,32.0,1
NC-00811,2023-10-04,Enterprise,Business,165.17,Monthly,0,18,1,0.08,0,2,60,0,23,1,0,0,85.9,1
NC-00812,2024-09-22,Enterprise,Business,136.5,Annual,1,6,1,0.08,0,1,6,0,2,8,0,1,51.4,0
NC-00813,2024-07-05,Small Business,Growth,71.29,Annual,1,3,6,0.5,0,0,5,1,9,8,1,0,44.5,0
NC-00814,2024-05-10,Enterprise,Enterprise,434.59,Annual,0,12,3,0.25,0,1,45,1,10,6,0,0,74.5,0
NC-00815,2024-04-21,Enterprise,Enterprise,603.47,Annual,0,11,1,0.08,0,6,25,1,3,4,0,0,68.2,0
NC-00816,2024-03-22,Mid-Market,Growth,72.46,Annual,1,7,7,0.58,0,0,6,0,6,6,0,0,39.6,1
NC-00817,2024-08-29,Mid-Market,Business,148.86,Annual,0,21,3,0.25,0,3,39,1,1,4,0,0,74.9,1
NC-00818,2023-10-02,Mid-Market,Growth,82.55,Monthly,0,20,1,0.08,0,0,40,2,13,7,3,0,92.9,1
NC-00819,2023-11-27,Small Business,Starter,33.49,Monthly,0,16,2,0.17,0,1,6,1,6,3,0,0,66.7,0
NC-00820,2023-09-09,Small Business,Growth,74.6,Annual,1,2,6,0.5,1,0,2,3,9,6,0,0,23.4,0
NC-00821,2023-03-30,Mid-Market,Growth,86.35,Monthly,1,4,5,0.42,1,2,0,0,1,9,0,0,25.4,1
NC-00822,2023-10-13,Small Business,Growth,74.7,Monthly,1,4,7,0.58,1,0,0,5,13,5,0,1,19.4,1
NC-00823,2024-04-06,Small Business,Starter,31.77,Monthly,0,13,3,0.25,0,0,18,2,5,6,0,0,69.4,1
NC-00824,2023-09-07,Mid-Market,Growth,78.61,Monthly,1,2,4,0.33,1,1,6,1,21,7,0,0,28.9,0
NC-00825,2024-04-20,Mid-Market,Growth,72.29,Annual,1,1,5,0.42,1,1,7,0,11,8,1,0,28.0,0
NC-00826,2024-08-06,Enterprise,Enterprise,657.13,Annual,0,20,1,0.08,0,5,2,1,5,1,1,0,61.9,1
NC-00827,2024-09-16,Small Business,Growth,74.36,Monthly,0,13,2,0.17,0,0,21,2,13,2,0,0,76.6,0
NC-00828,2024-11-15,Small Business,Starter,26.77,Monthly,0,19,1,0.08,0,0,12,0,23,3,0,0,77.3,1
NC-00829,2024-01-24,Mid-Market,Growth,77.17,Monthly,0,16,3,0.25,0,2,31,0,2,4,0,0,72.1,1
NC-00830,2023-12-11,Mid-Market,Business,156.13,Monthly,0,20,3,0.25,0,2,25,1,1,4,0,0,68.2,0
NC-00831,2023-01-30,Small Business,Starter,27.34,Monthly,0,19,2,0.17,0,0,53,0,21,3,0,1,85.8,1
NC-00832,2024-05-21,Mid-Market,Business,137.35,Monthly,0,17,3,0.25,0,0,32,0,5,3,0,0,77.2,1
NC-00833,2023-11-29,Small Business,Starter,25.1,Monthly,0,18,1,0.08,1,1,25,2,8,0,2,1,62.6,1
NC-00834,2023-07-06,Small Business,Growth,79.43,Monthly,0,17,1,0.08,0,0,31,0,19,5,0,0,81.3,1
NC-00835,2024-05-14,Mid-Market,Growth,78.57,Annual,1,3,6,0.5,1,0,4,2,21,5,0,0,26.7,0
NC-00836,2023-08-06,Mid-Market,Growth,74.68,Annual,1,6,6,0.5,1,1,14,0,5,8,0,0,27.3,0
NC-00837,2023-12-30,Enterprise,Enterprise,326.83,Annual,0,16,3,0.25,0,5,29,3,4,0,0,1,65.8,1
NC-00838,2023-09-22,Small Business,Growth,78.59,Monthly,0,17,1,0.08,1,0,41,1,20,5,0,1,72.1,1
NC-00839,2023-12-15,Mid-Market,Growth,85.76,Annual,0,12,2,0.17,0,1,46,4,2,4,0,1,82.6,1
NC-00840,2023-10-14,Mid-Market,Growth,84.31,Annual,0,19,2,0.17,0,2,25,3,2,4,0,0,77.7,1
NC-00841,2024-09-02,Small Business,Starter,33.61,Monthly,0,15,1,0.08,0,0,7,3,4,2,0,0,78.4,1
NC-00842,2024-12-19,Mid-Market,Growth,70.19,Annual,1,4,4,0.33,1,1,5,0,23,9,0,0,18.6,0
NC-00843,2023-10-10,Small Business,Growth,89.33,Annual,0,14,1,0.08,0,0,44,2,15,4,0,0,85.2,1
NC-00844,2024-07-23,Enterprise,Enterprise,470.71,Annual,1,4,2,0.17,1,4,0,1,3,5,0,0,25.6,0
NC-00845,2023-01-11,Small Business,Starter,34.9,Monthly,1,1,8,0.67,0,0,9,1,12,9,0,0,36.6,1
NC-00846,2024-06-13,Mid-Market,Business,140.1,Monthly,0,20,4,0.33,0,1,47,0,22,2,0,0,85.2,0
NC-00847,2023-07-15,Small Business,Growth,79.43,Monthly,0,17,1,0.08,1,0,55,0,5,3,0,0,78.4,1
NC-00848,2023-03-29,Enterprise,Enterprise,476.96,Annual,0,16,1,0.08,0,1,45,0,2,6,2,0,81.3,1
NC-00849,2023-09-05,Mid-Market,Business,144.23,Annual,1,1,3,0.25,1,0,9,1,14,7,0,0,32.6,0
NC-00850,2024-02-21,Mid-Market,Business,163.69,Monthly,0,19,1,0.08,0,1,37,1,22,1,0,0,80.5,1
NC-00851,2024-05-15,Small Business,Starter,32.46,Monthly,1,3,4,0.33,1,1,1,2,23,5,2,0,34.2,0
NC-00852,2024-07-22,Mid-Market,Growth,89.84,Annual,0,23,3,0.25,1,1,20,3,19,2,0,0,58.2,1
NC-00853,2023-09-04,Small Business,Growth,82.27,Monthly,0,19,5,0.42,0,0,9,0,24,4,0,0,64.5,0
NC-00854,2024-12-08,Enterprise,Business,148.53,Annual,0,24,1,0.08,0,7,36,0,20,4,2,0,78.0,1
NC-00855,2024-05-02,Small Business,Starter,25.9,Annual,1,5,4,0.33,1,0,10,5,19,10,2,0,37.1,0
NC-00856,2024-10-23,Small Business,Growth,89.93,Monthly,1,7,3,0.25,1,0,8,3,3,5,2,0,37.8,1
NC-00857,2024-12-29,Small Business,Growth,81.03,Monthly,0,19,2,0.17,0,0,39,0,20,6,1,0,86.4,1
NC-00858,2024-05-17,Mid-Market,Growth,84.01,Monthly,0,16,2,0.17,0,1,46,0,2,6,0,0,81.9,0
NC-00859,2024-04-03,Mid-Market,Business,146.27,Monthly,0,18,2,0.17,0,1,15,4,12,6,0,0,73.0,1
NC-00860,2023-01-18,Small Business,Starter,30.48,Monthly,0,14,1,0.08,0,0,35,0,2,1,0,0,84.4,1
NC-00861,2023-04-06,Mid-Market,Growth,88.85,Monthly,0,26,3,0.25,0,0,38,0,5,3,0,0,78.4,1
NC-00862,2023-10-29,Mid-Market,Business,136.66,Annual,0,17,2,0.17,0,2,27,0,15,4,2,0,70.3,0
NC-00863,2023-08-15,Mid-Market,Growth,75.85,Annual,1,5,7,0.58,0,1,0,0,7,6,0,0,38.2,0
NC-00864,2024-02-19,Mid-Market,Growth,73.04,Monthly,1,5,6,0.5,1,2,2,3,13,7,0,1,23.5,0
NC-00865,2024-12-09,Mid-Market,Growth,85.84,Monthly,0,13,1,0.08,0,0,27,1,15,4,0,0,81.6,1
NC-00866,2023-09-07,Mid-Market,Growth,71.24,Annual,1,7,4,0.33,1,3,8,0,21,9,0,0,22.3,0
NC-00867,2023-11-10,Small Business,Starter,25.82,Annual,1,2,7,0.58,1,0,8,4,18,8,0,1,21.0,0
NC-00868,2024-11-10,Small Business,Growth,75.97,Monthly,1,2,6,0.5,1,0,17,1,24,5,0,0,29.8,0
NC-00869,2024-08-18,Enterprise,Enterprise,557.09,Annual,1,4,7,0.58,1,2,12,1,24,7,0,1,22.5,1
NC-00870,2024-01-13,Enterprise,Enterprise,503.14,Annual,0,12,1,0.08,0,4,34,2,7,1,0,0,76.0,1
NC-00871,2024-04-29,Small Business,Growth,70.9,Monthly,1,8,6,0.5,1,0,8,1,10,5,0,0,23.5,0
NC-00872,2024-07-20,Small Business,Starter,34.57,Monthly,1,4,5,0.42,1,0,14,3,4,7,0,0,37.3,1
NC-00873,2024-06-27,Mid-Market,Growth,89.06,Monthly,0,5,1,0.08,0,0,54,2,7,2,0,0,87.8,1
NC-00874,2023-12-19,Mid-Market,Business,141.17,Monthly,0,18,2,0.17,0,3,40,2,22,7,0,0,72.0,1
NC-00875,2024-03-11,Small Business,Starter,32.32,Monthly,0,20,2,0.17,0,0,60,0,23,3,1,0,95.4,1
NC-00876,2024-07-17,Small Business,Starter,30.79,Monthly,1,4,10,0.83,1,0,3,5,5,9,1,0,19.7,1
NC-00877,2023-12-05,Mid-Market,Business,139.5,Annual,1,2,6,0.5,1,1,7,2,3,8,0,0,23.1,0
NC-00878,2023-12-27,Mid-Market,Growth,75.24,Annual,1,4,5,0.42,1,1,23,1,24,7,0,0,28.9,0
NC-00879,2024-12-20,Small Business,Growth,79.82,Annual,1,4,5,0.42,1,1,11,0,23,6,0,0,32.7,0
NC-00880,2024-04-09,Small Business,Starter,29.19,Monthly,1,3,3,0.25,1,0,7,1,8,5,2,0,36.4,0
NC-00881,2023-10-05,Small Business,Starter,27.91,Monthly,0,13,3,0.25,0,0,36,2,19,0,0,1,78.8,1
NC-00882,2023-11-10,Mid-Market,Growth,86.15,Annual,0,18,2,0.17,0,1,37,1,20,3,0,0,77.8,1
NC-00883,2023-09-15,Small Business,Starter,29.81,Monthly,0,21,2,0.17,0,1,60,0,17,5,0,1,87.5,1
NC-00884,2023-08-25,Small Business,Starter,31.55,Monthly,0,19,1,0.08,0,0,47,2,16,6,0,1,88.6,1
NC-00885,2023-05-04,Mid-Market,Growth,73.79,Monthly,0,11,2,0.17,0,3,33,2,6,6,0,0,73.4,1
NC-00886,2023-07-17,Small Business,Growth,80.67,Monthly,0,20,1,0.08,0,1,9,2,13,1,2,1,78.4,1
NC-00887,2023-11-20,Mid-Market,Business,142.72,Monthly,0,21,1,0.08,0,1,24,0,7,5,1,0,76.8,1
NC-00888,2023-05-03,Small Business,Starter,30.26,Monthly,0,23,2,0.17,0,0,35,0,24,3,0,0,78.2,1
NC-00889,2024-07-02,Small Business,Starter,32.81,Annual,1,3,4,0.33,1,0,7,1,18,10,1,0,37.0,0
NC-00890,2024-12-07,Small Business,Starter,32.69,Monthly,1,4,4,0.33,1,0,13,0,22,10,2,0,35.2,1
NC-00891,2023-07-09,Mid-Market,Business,144.17,Annual,0,20,1,0.08,0,1,31,2,8,6,0,0,79.4,0
NC-00892,2023-07-16,Enterprise,Enterprise,647.14,Annual,1,3,8,0.67,1,2,12,1,11,6,0,1,16.0,0
NC-00893,2023-08-10,Enterprise,Business,167.65,Annual,0,20,2,0.17,0,6,12,0,9,0,0,0,62.3,0
NC-00894,2024-05-10,Mid-Market,Business,155.03,Annual,0,17,2,0.17,0,1,27,0,4,2,1,0,78.4,1
NC-00895,2023-10-11,Mid-Market,Growth,72.97,Annual,0,14,2,0.17,0,1,45,3,24,4,2,0,85.0,1
NC-00896,2024-08-26,Small Business,Starter,31.8,Monthly,1,3,5,0.42,0,0,18,1,12,8,2,0,53.1,1
NC-00897,2024-06-21,Small Business,Starter,26.05,Monthly,0,22,3,0.25,0,1,32,1,7,3,0,0,76.1,1
NC-00898,2024-09-03,Enterprise,Enterprise,736.06,Annual,0,14,1,0.08,0,3,47,2,9,5,0,0,76.6,1
NC-00899,2023-10-17,Small Business,Starter,30.17,Monthly,0,13,2,0.17,0,0,55,2,9,6,0,0,94.6,1
NC-00900,2023-04-13,Small Business,Starter,28.85,Monthly,1,5,7,0.58,1,0,12,0,17,9,0,0,23.2,1
NC-00901,2023-07-18,Small Business,Starter,25.57,Monthly,0,17,1,0.08,0,0,46,3,12,2,2,1,90.9,1
NC-00902,2023-10-31,Small Business,Starter,28.81,Monthly,0,12,1,0.08,0,0,29,4,7,4,1,0,90.2,1
NC-00903,2023-08-21,Small Business,Starter,34.03,Monthly,0,15,1,0.08,0,0,57,0,16,5,0,0,91.9,1
NC-00904,2024-01-05,Mid-Market,Growth,70.42,Monthly,0,14,1,0.08,0,2,15,0,23,2,0,0,69.2,1
NC-00905,2023-07-03,Mid-Market,Growth,79.49,Annual,0,15,2,0.17,0,1,15,0,16,4,0,0,74.4,0
NC-00906,2023-11-06,Enterprise,Enterprise,765.58,Annual,1,10,7,0.58,0,4,17,1,4,9,0,1,37.9,0
NC-00907,2023-01-15,Mid-Market,Growth,77.9,Annual,0,16,2,0.17,0,2,40,0,18,7,0,0,73.9,1
NC-00908,2024-12-26,Small Business,Starter,29.28,Annual,1,3,6,0.5,1,0,1,1,2,3,0,0,27.8,0
NC-00909,2024-06-30,Small Business,Starter,30.79,Monthly,0,26,2,0.17,0,0,13,0,21,5,2,1,79.4,1
NC-00910,2023-05-10,Small Business,Starter,29.63,Monthly,1,6,7,0.58,1,0,0,0,1,7,0,0,21.7,0
NC-00911,2023-10-08,Mid-Market,Growth,73.37,Annual,0,20,1,0.08,0,1,65,0,22,6,0,1,92.3,1
NC-00912,2023-02-16,Small Business,Starter,25.19,Monthly,0,14,1,0.08,1,0,33,1,13,5,0,0,70.0,1
NC-00913,2023-02-25,Mid-Market,Business,154.39,Annual,0,22,2,0.17,0,0,27,1,14,3,0,1,78.7,0
NC-00914,2024-07-20,Mid-Market,Growth,88.42,Monthly,0,21,2,0.17,0,1,59,0,24,4,0,0,88.2,1
NC-00915,2023-10-27,Mid-Market,Growth,72.13,Monthly,0,18,1,0.08,0,1,38,2,14,5,2,0,80.1,1
NC-00916,2024-12-15,Mid-Market,Growth,74.22,Monthly,1,1,6,0.5,1,2,6,0,15,5,0,0,22.5,0
NC-00917,2023-05-10,Small Business,Starter,28.7,Monthly,0,17,3,0.25,0,1,50,1,14,4,3,0,85.3,1
NC-00918,2024-10-15,Enterprise,Business,162.35,Annual,0,24,1,0.08,0,2,43,1,19,4,1,1,85.6,0
NC-00919,2024-05-17,Mid-Market,Growth,75.39,Monthly,0,18,3,0.25,0,0,44,3,24,3,0,0,83.7,1
NC-00920,2023-04-16,Small Business,Starter,33.82,Annual,0,16,3,0.25,0,0,30,1,23,2,0,0,82.6,1
NC-00921,2023-01-13,Enterprise,Enterprise,327.48,Annual,1,4,5,0.42,1,3,3,2,23,7,0,1,14.7,0
NC-00922,2024-08-10,Mid-Market,Growth,88.82,Monthly,0,17,1,0.08,0,1,19,5,22,5,0,0,75.9,1
NC-00923,2023-10-19,Enterprise,Enterprise,580.37,Annual,0,14,1,0.08,0,4,36,0,5,6,1,1,74.6,1
NC-00924,2024-04-25,Mid-Market,Growth,83.18,Annual,1,4,6,0.5,1,0,8,0,19,7,0,0,29.3,0
NC-00925,2024-05-05,Mid-Market,Business,144.71,Annual,1,7,3,0.25,1,2,10,2,24,7,1,0,27.8,0
NC-00926,2024-03-27,Small Business,Growth,85.64,Monthly,0,23,1,0.08,1,0,28,1,10,4,0,0,64.9,1
NC-00927,2023-12-15,Small Business,Starter,26.67,Monthly,1,3,1,0.08,1,0,14,1,6,6,0,0,44.3,1
NC-00928,2023-07-08,Mid-Market,Business,131.96,Annual,0,23,1,0.08,1,1,15,0,3,5,0,1,57.6,1
NC-00929,2023-02-22,Mid-Market,Growth,77.91,Monthly,0,21,4,0.33,0,1,41,0,19,0,0,0,75.3,0
NC-00930,2023-09-16,Small Business,Growth,87.07,Monthly,0,20,1,0.08,0,0,21,2,22,3,3,0,82.4,1
NC-00931,2024-05-04,Small Business,Growth,85.1,Monthly,0,19,1,0.08,0,1,31,1,7,5,0,0,81.3,1
NC-00932,2023-04-27,Enterprise,Business,150.69,Monthly,0,14,1,0.08,0,3,21,1,13,3,0,0,70.0,0
NC-00933,2023-03-08,Enterprise,Enterprise,586.07,Annual,1,4,5,0.42,1,1,6,2,5,7,0,1,30.0,0
NC-00934,2024-02-15,Mid-Market,Growth,72.6,Monthly,0,21,3,0.25,0,2,18,5,20,4,0,0,69.8,1
NC-00935,2024-05-18,Small Business,Starter,33.41,Annual,0,13,1,0.08,0,1,19,2,17,2,0,1,69.2,0
NC-00936,2023-03-17,Small Business,Starter,32.87,Monthly,1,2,2,0.17,1,0,12,4,23,6,0,0,41.1,1
NC-00937,2024-08-13,Small Business,Growth,83.13,Annual,0,19,1,0.08,0,0,14,1,20,5,0,0,81.3,1
NC-00938,2024-10-06,Enterprise,Business,148.65,Annual,0,14,1,0.08,0,4,44,3,22,5,0,0,74.4,1
NC-00939,2024-12-03,Small Business,Starter,34.64,Monthly,1,6,1,0.08,1,0,12,2,4,6,0,0,46.0,0
NC-00940,2023-02-24,Mid-Market,Business,165.16,Annual,0,14,2,0.17,0,1,45,1,19,2,0,0,78.2,0
NC-00941,2023-06-05,Small Business,Starter,31.44,Annual,0,18,1,0.08,0,1,34,1,4,4,0,0,87.0,1
NC-00942,2023-06-02,Mid-Market,Growth,77.44,Monthly,0,19,1,0.08,0,0,18,0,23,2,0,0,84.0,0
NC-00943,2024-07-30,Mid-Market,Growth,82.36,Monthly,0,16,1,0.08,0,1,11,0,11,2,0,0,69.8,0
NC-00944,2023-11-08,Mid-Market,Growth,81.51,Annual,0,17,1,0.08,0,1,17,1,1,2,1,0,74.8,1
NC-00945,2023-03-29,Small Business,Starter,28.94,Annual,0,15,2,0.17,0,0,17,5,3,7,0,0,79.3,1
NC-00946,2023-09-12,Small Business,Starter,28.07,Annual,1,4,5,0.42,0,0,9,3,16,6,0,0,46.1,0
NC-00947,2023-05-02,Small Business,Growth,78.14,Monthly,1,3,6,0.5,1,0,0,0,19,8,1,0,28.5,1
NC-00948,2024-07-25,Enterprise,Enterprise,586.96,Monthly,0,17,2,0.17,0,3,31,4,7,1,0,0,72.3,1
NC-00949,2024-03-02,Enterprise,Business,147.13,Monthly,0,20,2,0.17,0,2,35,1,16,3,1,0,78.1,0
NC-00950,2024-09-12,Mid-Market,Growth,75.27,Annual,0,13,2,0.17,0,2,30,0,15,5,0,0,70.4,1
NC-00951,2024-09-02,Mid-Market,Growth,85.22,Monthly,1,4,4,0.33,1,1,6,3,5,7,1,0,28.3,0
NC-00952,2024-09-25,Mid-Market,Business,151.26,Monthly,1,6,3,0.25,1,2,14,3,17,6,0,1,27.1,0
NC-00953,2023-08-20,Small Business,Starter,25.68,Annual,0,9,2,0.17,0,0,42,3,12,4,0,0,81.3,1
NC-00954,2024-06-19,Enterprise,Business,144.73,Monthly,0,25,1,0.08,0,3,45,1,10,8,0,1,80.8,1
NC-00955,2024-01-25,Mid-Market,Business,165.4,Annual,0,22,2,0.17,0,2,29,0,4,7,0,1,77.3,1
NC-00956,2024-04-06,Mid-Market,Growth,85.1,Annual,0,11,1,0.08,0,1,46,0,6,3,0,0,87.8,1
NC-00957,2024-03-29,Mid-Market,Growth,76.46,Monthly,1,1,7,0.58,1,0,9,4,5,7,0,0,25.1,1
NC-00958,2023-11-01,Small Business,Growth,88.76,Monthly,1,5,4,0.33,1,1,9,0,9,8,0,0,25.8,0
NC-00959,2024-08-25,Small Business,Starter,25.77,Monthly,1,2,3,0.25,1,0,6,1,11,9,0,1,27.5,0
NC-00960,2024-03-15,Mid-Market,Growth,89.22,Annual,0,21,3,0.25,0,3,38,2,7,8,2,1,75.1,1
NC-00961,2023-11-09,Small Business,Starter,27.46,Monthly,1,5,5,0.42,1,0,18,2,9,5,0,0,37.0,0
NC-00962,2024-08-05,Mid-Market,Growth,70.18,Monthly,0,18,2,0.17,0,2,44,1,22,4,0,0,83.1,1
NC-00963,2024-09-27,Small Business,Growth,78.68,Annual,0,15,1,0.08,0,0,60,1,5,2,0,0,94.7,1
NC-00964,2023-03-03,Mid-Market,Growth,77.18,Monthly,0,24,1,0.08,0,1,6,1,1,6,0,1,72.1,1
NC-00965,2024-09-16,Small Business,Growth,80.78,Monthly,0,21,3,0.25,0,0,36,1,15,4,0,0,80.4,1
NC-00966,2023-04-12,Small Business,Growth,85.94,Monthly,0,20,1,0.08,0,0,47,2,17,5,0,0,87.2,1
NC-00967,2023-08-01,Mid-Market,Business,163.7,Monthly,0,22,4,0.33,0,0,40,0,22,6,0,0,81.2,1
NC-00968,2024-10-02,Small Business,Growth,78.02,Annual,0,13,2,0.17,0,0,42,2,10,6,0,0,84.7,1
NC-00969,2023-08-05,Mid-Market,Growth,78.6,Monthly,0,23,1,0.08,0,0,29,0,16,4,0,0,85.7,1
NC-00970,2023-09-28,Mid-Market,Growth,72.96,Monthly,0,16,2,0.17,0,0,53,0,24,5,0,0,84.7,0
NC-00971,2024-11-07,Mid-Market,Growth,70.95,Annual,0,19,3,0.25,0,2,10,0,3,1,0,0,65.7,0
NC-00972,2023-03-25,Enterprise,Enterprise,620.61,Annual,0,17,1,0.08,0,2,32,0,14,1,3,1,77.9,1
NC-00973,2023-06-10,Mid-Market,Business,132.58,Monthly,0,10,1,0.08,1,1,36,3,10,6,0,0,71.4,1
NC-00974,2023-09-03,Small Business,Starter,32.34,Annual,0,21,2,0.17,0,0,26,1,8,4,0,1,76.3,1
NC-00975,2023-06-27,Small Business,Growth,80.78,Annual,0,10,2,0.17,0,0,35,0,17,4,0,0,80.3,1
NC-00976,2024-07-19,Small Business,Growth,73.97,Monthly,0,14,1,0.08,1,0,5,0,24,3,0,0,65.6,1
NC-00977,2023-03-18,Mid-Market,Business,151.58,Annual,0,16,2,0.17,1,1,15,2,11,3,0,0,61.4,1
NC-00978,2023-06-10,Small Business,Growth,73.66,Annual,0,10,2,0.17,0,0,54,1,17,4,0,0,92.1,1
NC-00979,2023-01-03,Mid-Market,Growth,78.77,Monthly,1,2,6,0.5,1,1,9,0,1,6,0,0,22.8,0
NC-00980,2024-02-23,Mid-Market,Growth,85.99,Annual,0,18,1,0.08,1,0,29,1,19,5,0,0,66.8,0
NC-00981,2024-04-06,Small Business,Starter,29.62,Annual,1,4,5,0.42,1,0,12,1,12,7,0,0,30.4,1
NC-00982,2024-12-06,Mid-Market,Growth,72.97,Annual,1,4,9,0.75,0,2,14,1,23,7,0,1,29.8,0
NC-00983,2024-08-31,Small Business,Starter,32.24,Monthly,0,14,2,0.17,0,0,62,0,6,5,0,0,97.0,1
NC-00984,2024-04-26,Small Business,Growth,73.74,Monthly,1,5,8,0.67,1,1,0,0,6,4,0,1,11.0,0
NC-00985,2023-10-26,Mid-Market,Business,159.54,Annual,1,4,4,0.33,1,2,14,2,17,8,0,0,29.7,0
NC-00986,2023-02-03,Mid-Market,Business,149.17,Monthly,1,1,6,0.5,1,2,2,4,17,6,0,1,21.6,0
NC-00987,2023-08-26,Mid-Market,Growth,79.07,Annual,1,4,7,0.58,1,2,9,0,13,5,0,0,23.4,0
NC-00988,2023-10-23,Mid-Market,Growth,87.03,Monthly,0,13,3,0.25,1,2,44,1,10,9,0,0,65.9,1
NC-00989,2024-12-24,Small Business,Starter,32.09,Monthly,1,6,8,0.67,1,0,16,0,19,8,2,0,31.4,1
NC-00990,2023-10-17,Mid-Market,Growth,70.66,Annual,0,16,1,0.08,1,2,42,0,18,5,1,0,66.4,0
NC-00991,2024-12-20,Mid-Market,Growth,75.92,Annual,1,10,8,0.67,1,1,9,1,1,6,0,0,15.3,0
NC-00992,2024-04-09,Mid-Market,Growth,87.42,Monthly,0,21,3,0.25,0,0,22,2,2,3,0,0,76.5,0
NC-00993,2023-03-14,Small Business,Starter,25.18,Monthly,1,4,4,0.33,1,0,0,1,12,6,1,0,29.5,1
NC-00994,2024-12-04,Mid-Market,Growth,80.91,Annual,1,6,4,0.33,1,1,3,3,23,7,0,0,32.0,0
NC-00995,2023-08-28,Small Business,Starter,32.28,Annual,1,1,5,0.42,1,1,15,2,11,4,0,0,35.0,0
NC-00996,2023-09-28,Small Business,Starter,31.22,Monthly,0,21,2,0.17,0,0,35,0,5,4,0,0,84.2,1
NC-00997,2024-10-02,Enterprise,Enterprise,680.27,Annual,0,14,1,0.08,0,4,59,2,9,5,0,0,85.9,0
NC-00998,2024-08-26,Small Business,Starter,32.26,Monthly,0,18,1,0.08,0,0,24,0,16,6,0,0,77.4,1
NC-00999,2024-11-08,Enterprise,Enterprise,646.02,Annual,0,15,3,0.25,0,3,46,2,11,1,0,0,70.3,1
NC-01000,2023-07-22,Mid-Market,Growth,86.43,Annual,0,15,1,0.08,0,0,37,0,4,6,0,1,81.1,1
NC-01001,2024-03-11,Small Business,Starter,31.46,Monthly,0,17,1,0.08,0,0,54,0,9,4,2,0,95.8,1
NC-01002,2023-04-28,Mid-Market,Business,146.1,Annual,1,5,6,0.5,1,1,6,1,18,5,2,0,23.2,0
NC-01003,2024-07-11,Enterprise,Enterprise,535.95,Annual,0,17,1,0.08,0,3,33,1,18,4,1,0,71.7,1
NC-01004,2023-08-19,Mid-Market,Business,158.67,Annual,1,4,2,0.17,1,2,14,1,6,8,0,0,32.8,0
